name,indicator,year,value
09009140100,physical health,2014,0.055999999999999994
09009140200,physical health,2014,0.223
09009140300,physical health,2014,0.16399999999999998
09009140400,physical health,2014,0.142
09009140500,physical health,2014,0.18600000000000003
09009140600,physical health,2014,0.175
09009140700,physical health,2014,0.125
09009140800,physical health,2014,0.16399999999999998
09009140900,physical health,2014,0.126
09009141000,physical health,2014,0.078
09009141100,physical health,2014,0.085
09009141200,physical health,2014,0.11800000000000001
09009141300,physical health,2014,0.094
09009141400,physical health,2014,0.127
09009141500,physical health,2014,0.153
09009141600,physical health,2014,0.136
09009141800,physical health,2014,0.068
09009141900,physical health,2014,0.049
09009142000,physical health,2014,0.057
09009142100,physical health,2014,0.13699999999999998
09009142200,physical health,2014,0.068
09009142300,physical health,2014,0.153
09009142400,physical health,2014,0.157
09009142500,physical health,2014,0.14800000000000002
09009142601,physical health,2014,0.128
09009142603,physical health,2014,0.15
09009142604,physical health,2014,0.11199999999999999
09009142700,physical health,2014,0.11800000000000001
09009142800,physical health,2014,0.085
09009361401,physical health,2014,0.067
09009361402,physical health,2014,0.048
09009140100,sleep,2014,0.366
09009140200,sleep,2014,0.43799999999999994
09009140300,sleep,2014,0.47
09009140400,sleep,2014,0.451
09009140500,sleep,2014,0.48200000000000004
09009140600,sleep,2014,0.473
09009140700,sleep,2014,0.45
09009140800,sleep,2014,0.485
09009140900,sleep,2014,0.465
09009141000,sleep,2014,0.355
09009141100,sleep,2014,0.37
09009141200,sleep,2014,0.44799999999999995
09009141300,sleep,2014,0.40299999999999997
09009141400,sleep,2014,0.46
09009141500,sleep,2014,0.51
09009141600,sleep,2014,0.48100000000000004
09009141800,sleep,2014,0.377
09009141900,sleep,2014,0.32899999999999996
09009142000,sleep,2014,0.35
09009142100,sleep,2014,0.446
09009142200,sleep,2014,0.34600000000000003
09009142300,sleep,2014,0.444
09009142400,sleep,2014,0.461
09009142500,sleep,2014,0.445
09009142601,sleep,2014,0.44799999999999995
09009142603,sleep,2014,0.397
09009142604,sleep,2014,0.41100000000000003
09009142700,sleep,2014,0.42
09009142800,sleep,2014,0.34600000000000003
09009361401,sleep,2014,0.37799999999999995
09009361402,sleep,2014,0.37799999999999995
09009141800,stroke,2014,0.018000000000000002
09009142100,stroke,2014,0.027999999999999997
09009141900,stroke,2014,0.012
09009140100,stroke,2014,0.012
09009140200,stroke,2014,0.078
09009140300,stroke,2014,0.037000000000000005
09009140400,stroke,2014,0.032
09009140500,stroke,2014,0.040999999999999995
09009140600,stroke,2014,0.047
09009140700,stroke,2014,0.03
09009140800,stroke,2014,0.051
09009140900,stroke,2014,0.032
09009141000,stroke,2014,0.021
09009141100,stroke,2014,0.028999999999999998
09009141200,stroke,2014,0.034
09009141300,stroke,2014,0.023
09009141400,stroke,2014,0.036000000000000004
09009141500,stroke,2014,0.05
09009141600,stroke,2014,0.040999999999999995
09009142000,stroke,2014,0.013000000000000001
09009142200,stroke,2014,0.018000000000000002
09009142300,stroke,2014,0.032
09009142400,stroke,2014,0.032
09009142500,stroke,2014,0.032
09009142601,stroke,2014,0.03
09009142603,stroke,2014,0.051
09009142604,stroke,2014,0.027999999999999997
09009142700,stroke,2014,0.026000000000000002
09009142800,stroke,2014,0.025
09009361401,stroke,2014,0.012
09009361402,stroke,2014,0.005
09009140100,taking bp medication,2013,0.598
09009140200,taking bp medication,2013,0.823
09009140300,taking bp medication,2013,0.711
09009140400,taking bp medication,2013,0.715
09009140500,taking bp medication,2013,0.7190000000000001
09009140600,taking bp medication,2013,0.7490000000000001
09009140700,taking bp medication,2013,0.6890000000000001
09009140800,taking bp medication,2013,0.7759999999999999
09009140900,taking bp medication,2013,0.721
09009141000,taking bp medication,2013,0.7390000000000001
09009141100,taking bp medication,2013,0.787
09009141200,taking bp medication,2013,0.745
09009141300,taking bp medication,2013,0.657
09009141400,taking bp medication,2013,0.746
09009141500,taking bp medication,2013,0.7759999999999999
09009141600,taking bp medication,2013,0.745
09009141800,taking bp medication,2013,0.6890000000000001
09009141900,taking bp medication,2013,0.6409999999999999
09009142000,taking bp medication,2013,0.624
09009142100,taking bp medication,2013,0.667
09009142200,taking bp medication,2013,0.695
09009142300,taking bp medication,2013,0.7020000000000001
09009142400,taking bp medication,2013,0.688
09009142500,taking bp medication,2013,0.705
09009142601,taking bp medication,2013,0.718
09009142603,taking bp medication,2013,0.8320000000000001
09009142604,taking bp medication,2013,0.74
09009142700,taking bp medication,2013,0.6970000000000001
09009142800,taking bp medication,2013,0.7659999999999999
09009361401,taking bp medication,2013,0.5379999999999999
09009361402,taking bp medication,2013,0.28600000000000003
09009140100,teeth loss,2014,0.068
09009140200,teeth loss,2014,0.319
09009140300,teeth loss,2014,0.254
09009140400,teeth loss,2014,0.19899999999999998
09009140500,teeth loss,2014,0.276
09009140600,teeth loss,2014,0.252
09009140700,teeth loss,2014,0.2
09009140800,teeth loss,2014,0.239
09009140900,teeth loss,2014,0.168
09009141000,teeth loss,2014,0.07200000000000001
09009141100,teeth loss,2014,0.077
09009141200,teeth loss,2014,0.155
09009141300,teeth loss,2014,0.166
09009141400,teeth loss,2014,0.17600000000000002
09009141500,teeth loss,2014,0.22899999999999998
09009141600,teeth loss,2014,0.21600000000000003
09009141800,teeth loss,2014,0.07400000000000001
09009141900,teeth loss,2014,0.045
09009142000,teeth loss,2014,0.067
09009142100,teeth loss,2014,0.209
09009142200,teeth loss,2014,0.071
09009142300,teeth loss,2014,0.207
09009142400,teeth loss,2014,0.237
09009142500,teeth loss,2014,0.207
09009142601,teeth loss,2014,0.168
09009142603,teeth loss,2014,0.16399999999999998
09009142604,teeth loss,2014,0.133
09009142700,teeth loss,2014,0.153
09009142800,teeth loss,2014,0.081
09009361401,teeth loss,2014,0.11599999999999999
09009361402,teeth loss,2014,0.115
